,,,,,
Tabela com Modelos e Prompts utilizados para gerações,,,,,
Modelo,Prompt,Resultado,Personagen/Objeto,Observação,
Flow Studio Nano Banana,"Quadro 3: Close up of the programmer's face (Rex) illuminated by a red glow, his eyes narrowing in intense realization. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 3 - Cutscene 2,Vazio,
Flow Studio Nano Banana,"Quadro 4: The programmer (rex) cocking a futuristic cyber-weapon, determined hero pose, ready for battle, dark industrial background. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 4 - Cutscene 2,Vazio,
Flow Studio Nano Banana,"Agora vamos fazer a cutscene 3, começando pelo quadro 1.


Quadro 1: Top of a massive transmission tower, the programmer (rex) ripping a giant glowing cable out of a mainframe, a tech guy (KAEL) analyzing a data screen. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 1 - Cutscene 3,Vazio,
Flow Studio Nano Banana,"Quadro 2: A glowing monitor screen displaying the text ""DESTINATION: LUNAR COLONY"", background showing planet Earth seen from space, shocking revelation. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.


Seria interessante esse quadro 2, fosse um close-up do tablet segurado por KAEL, mostrando uma ""imagem"" vinda do espaço descrita, mostrando a terra vista de uma base lunar com o escrito ""Destination Lunar Colony""",,Quadro 2 - Cutscene 3,Editei o prompt um pouco,
Flow Studio Nano Banana,"Quadro 3: The programmer (rex) and the the tech guy (Kael) looking completely shocked betrayed at the veteran female hacker (Mira), who is looking away with a guilty and burdened expression. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 3 - Cutscene 3,Vazio,
Flow Studio Nano Banana,"Quadro 4: The programmer (Rex) standing tall in front of a glowing dimensional data portal, heroic and determined, ready to step through. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 4 - Cutscene 3,Vazio,
Flow Studio Nano Banana,"Agora vamos fazer a cutscene 4, começando pelo quadro 1.


Quadro 1: A massive explosion of white light dissolving into falling red computer code, ""FATAL EXCEPTION"" text floating, simulation breaking down. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.
",,Quadro 1 - Cutscene 4,Vazio,
Flow Studio Nano Banana,"Quadro 2: Wide shot of the lunar surface in space, a gigantic dark mechanical server structure shutting down and losing power, millions of glowing human pods opening up, steam coming out. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.

No entanto eu editei depois assim:
Não gostei do resultado. Vamos tentar novamente. 

As cápsulas devem estar dentro de um grande campo de força que abriga uma antiga colonia humana na lua, todos os pods estão conectados por um emaranhado de fios, e a estrutura do servidor, pode ser umas máquinas alienigenas localizadas no  centro, sendo desligadas. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 2 - Cutscene 4,Vazio,
Flow Studio Nano Banana,"Quadro 3: Fragile humans stepping out of futuristic hibernation pods on the moon, looking up in awe at the starry space sky, waking up from the matrix. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 3 - Cutscene 4,Vazio,
Flow Studio Nano Banana,"Quadro 4: The programmer (rex), the female hacker (Mira) and the tech guy (Kael) standing side by side on the lunar surface wearing futuristic space suits, looking at a beautiful bright blue Earth in the sky. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 4 - Cutscene 4,Vazio,
Flow Studio Nano Banana,"Quadro 5: Close up of the programmer (Rex) clenching his fist, weak green computer code fading from his skin, determined look. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.


A ideia é deixar em aberto que eles podem não ter saido da simulação de verdade.
",,Quadro 5 - Cutscene 4,Editei o prompt um pouco,
Flow Studio Nano Banana,"Quadro 6: A dark room, a single retro computer terminal blinking green text in the darkness saying ""REBOOTING..."", ominous cliffhanger ending. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 6 - Cutscene 4,Vazio,
Antigravity (Gemini 3.1 pro),"Deu certo, agora eu quero que você crie o prompt para a animação sprite arma drone (com 3 frames), da armadilha que o jogador coloca no chão, e da arma dos scripts giratorios (vamos transforma-los em um choque que fica rodando em volta do jogador, tipo um orbe de energia).","Prompts para Geração das Animações das Armas (Nano Banana Pro)
Aqui estão os prompts detalhados para gerar as spritesheets (tiras de imagens com os frames de animação) das suas armas. Como estamos criando animações, a dica é pedir à IA para gerar as variações no mesmo fundo (ou num fundo preto/transparente) para facilitar o recorte na Unity.

Dica de Estilo Base (adicione ao final de todos os prompts): Style of a cyberpunk 2D pixel art game asset, top-down perspective, high contrast neon colors, dark background, clean sprite sheet format.

1. Drone de Suporte (3 frames de animação)
O que é: O drone voador que segue Rex e atira nos inimigos. Prompt: A 2D sprite sheet containing exactly 3 frames of animation of a small, sleek cyberpunk hovering drone in top-down view. The drone is made of dark grey metal with glowing neon blue optical lenses and small thrusters. Frame 1: Hovering normally. Frame 2: Thrusters glowing brighter, slightly tilted. Frame 3: Thrusters firing intensely, small neon blue spark from its weapon. All frames side-by-side on a solid black background.

2. Armadilha Zero-Day (Explosivo de Chão)
O que é: O explosivo/armadilha cibernética que o jogador deixa no chão para os inimigos pisarem. Prompt (3 frames - Plantada, Ativada, Explosão/Choque): A 2D sprite sheet containing 3 frames of animation of a cyberpunk landmine trap in top-down view. Frame 1: A high-tech metallic disc on the ground with a dim red blinking light. Frame 2: The disc opens up like a mechanical flower, glowing bright neon orange with warning signs. Frame 3: A burst of digital pixelated neon orange and yellow energy exploding upwards. All frames side-by-side on a solid black background.

3. Orbe de Choque Giratório (Antigo ""Scripts Giratórios"")
O que é: A nova versão visual dos scripts que rodam ao redor do jogador (um orbe de energia elétrica/choque). Prompt (3 a 4 frames para dar o efeito de giro rápido): A 2D sprite sheet containing 4 frames of animation of a glowing neon cyan and purple electric energy orb. The orb is crackling with digital lightning and sparks. Frame 1 to 4 should show the electric sparks shifting and rotating around the core to create a spinning animation loop. Pure energy, sci-fi cyber magic, top-down view, highly detailed pixel art, solid black background.

Dica para recortar na Unity depois:
Quando você importar essas imagens para a Unity:

Selecione a imagem na pasta Assets.
Mude o Texture Type para Sprite (2D and UI).
Mude o Sprite Mode para Multiple.
Abra o Sprite Editor, clique em Slice -> Grid By Cell Count e coloque o número de colunas igual ao número de frames que a IA gerou (por exemplo, 3 colunas e 1 linha).
Depois é só arrastar os 3 frames de uma vez para a Cena e a Unity já cria a animação automaticamente!",Prompts de sprite de armas,"Pedi para o Antigravity Gemini 3.1 Pro criar os prompts do drone, armadilha e orbes",
Flow Studio Nano Banana,"A 2D sprite sheet containing exactly 3 frames of animation of a small, sleek cyberpunk hovering drone in top-down view. The drone is made of dark grey metal with glowing neon blue optical lenses and small thrusters. Frame 1: Hovering normally. Frame 2: Thrusters glowing brighter, slightly tilted. Frame 3: Thrusters firing intensely, small neon blue spark from its weapon. All frames side-by-side on a solid black background. Style of a cyberpunk 2D pixel art game asset, top-down perspective, high contrast neon colors, dark background, clean sprite sheet format.
",https://drive.google.com/file/d/1a13jn8fkhPN8sjK-SGQYW2AY9JKN_DV3/view?usp=drive_link,Sprite sheet arma: Drone de Suporte,Vazio,
Flow Studio Nano Banana,"A 2D sprite sheet containing 3 frames of animation of a cyberpunk landmine trap in top-down view. Frame 1: A high-tech metallic disc on the ground with a dim red blinking light. Frame 2: The disc opens up like a mechanical flower, glowing bright neon orange with warning signs. Frame 3: A burst of digital pixelated neon orange and yellow energy exploding upwards. All frames side-by-side on a solid black background. Style of a cyberpunk 2D pixel art game asset, top-down perspective, high contrast neon colors, dark background, clean sprite sheet format.",https://drive.google.com/file/d/162AU8pVcFq9lKB4tPsziEsfhOJtNT26s/view?usp=drive_link,Sprite sheet arma: Armadilha Zero-Day,Vazio,
